|         535 |   65 | Male   | Gloves         | Accessories |              72 | Florida        | L    | Pink      | Fall   |           4.5 | Yes      | Next Day Air   | Yes              |                  4 | PayPal         | Quarterly              | Senior      |                      90 |
|        2427 |              42 | low spender   |
|        2428 |              26 | low spender   |
|        2429 |              38 | low spender   |
|        2430 |              57 | low spender   |
|        2431 |             100 | low spender   |
|        2432 |              73 | low spender   |
|        2433 |              66 | low spender   |
|        2434 |              73 | low spender   |
|        2435 |              45 | low spender   |
|        2436 |              27 | low spender   |
|        2437 |              24 | low spender   |
|        2438 |              59 | low spender   |
|        2439 |              20 | low spender   |
|        2440 |              44 | low spender   |
|        2441 |              90 | low spender   |
|        2442 |              36 | low spender   |
|        2443 |              95 | low spender   |
|        2444 |              30 | low spender   |
|        2445 |              65 | low spender   |
|        2446 |              96 | low spender   |
|        2447 |              65 | low spender   |
|        2448 |              47 | low spender   |
|        2449 |              25 | low spender   |
|        2450 |              56 | low spender   |
|        2451 |              76 | low spender   |
|        2452 |              60 | low spender   |
|        2453 |              67 | low spender   |
|        2454 |              95 | low spender   |
|        2455 |              72 | low spender   |
|        2456 |              98 | low spender   |
|        2457 |              83 | low spender   |
|        2458 |              37 | low spender   |
|        2459 |              85 | low spender   |
|        2460 |              36 | low spender   |
|        2461 |              36 | low spender   |
|        2462 |              86 | low spender   |
|        2463 |              99 | low spender   |
|        2464 |              21 | low spender   |
|        2465 |              84 | low spender   |
|        2466 |              63 | low spender   |
|        2467 |              84 | low spender   |
|        2468 |              72 | low spender   |
|        2469 |              21 | low spender   |
|        2470 |              92 | low spender   |
|        2471 |              72 | low spender   |
|        2472 |              83 | low spender   |
|        2473 |              73 | low spender   |
|        2474 |              98 | low spender   |
|        2475 |              76 | low spender   |
|        2476 |              43 | low spender   |
|        2477 |              60 | low spender   |
|        2478 |              40 | low spender   |
|        2479 |              93 | low spender   |
|        2480 |              98 | low spender   |
|        2481 |              91 | low spender   |
|        2482 |              92 | low spender   |
|        2483 |              87 | low spender   |
|        2484 |              96 | low spender   |
|        2485 |              97 | low spender   |
|        2486 |              55 | low spender   |
|        2487 |              58 | low spender   |
|        2488 |              21 | low spender   |
|        2489 |              82 | low spender   |
|        2490 |              34 | low spender   |
|        2491 |              78 | low spender   |
|        2492 |              47 | low spender   |
|        2493 |              96 | low spender   |
|        2494 |              23 | low spender   |
|        2495 |              27 | low spender   |
|        2496 |              37 | low spender   |
|        2497 |              79 | low spender   |
|        2498 |              40 | low spender   |
|        2499 |              39 | low spender   |
|        2500 |              73 | low spender   |
|        2501 |              84 | low spender   |
|        2502 |              94 | low spender   |
|        2503 |              47 | low spender   |
|        2504 |              77 | low spender   |
|        2505 |              94 | low spender   |
|        2506 |              75 | low spender   |
|        2507 |              82 | low spender   |
|        2508 |              36 | low spender   |
|        2509 |              90 | low spender   |
|        2510 |              48 | low spender   |
|        2511 |              42 | low spender   |
|        2512 |              33 | low spender   |
|        2513 |              63 | low spender   |
|        2514 |              53 | low spender   |
|        2515 |              37 | low spender   |
|        2516 |              92 | low spender   |
|        2517 |              73 | low spender   |
|        2518 |              38 | low spender   |
|        2519 |              51 | low spender   |
|        2520 |              90 | low spender   |
|        2521 |              56 | low spender   |
|        2522 |              33 | low spender   |
|        2523 |              53 | low spender   |
|        2524 |              24 | low spender   |
|        2525 |              59 | low spender   |
|        2526 |              72 | low spender   |
|        2527 |              28 | low spender   |
|        2528 |              36 | low spender   |
|        2529 |              47 | low spender   |
|        2530 |              62 | low spender   |
|        2531 |              98 | low spender   |
|        2532 |              28 | low spender   |
|        2533 |              86 | low spender   |
|        2534 |              46 | low spender   |
|        2535 |              42 | low spender   |
|        2536 |              80 | low spender   |
|        2537 |              39 | low spender   |
|        2538 |              49 | low spender   |
|        2539 |              32 | low spender   |
|        2540 |              73 | low spender   |
|        2541 |              42 | low spender   |
|        2542 |              58 | low spender   |
|        2543 |              22 | low spender   |
|        2544 |              56 | low spender   |
|        2545 |              70 | low spender   |
|        2546 |              50 | low spender   |
|        2547 |              21 | low spender   |
|        2548 |              97 | low spender   |
|        2549 |              63 | low spender   |
|        2550 |              60 | low spender   |
|        2551 |              52 | low spender   |
|        2552 |              32 | low spender   |
|        2553 |              48 | low spender   |
|        2554 |              25 | low spender   |
|        2555 |              68 | low spender   |
|        2556 |              74 | low spender   |
|        2557 |              88 | low spender   |
|        2558 |              23 | low spender   |
|        2559 |              32 | low spender   |
|        2560 |              71 | low spender   |
|        2561 |              62 | low spender   |
|        2562 |              20 | low spender   |
|        2563 |              62 | low spender   |
|        2564 |              81 | low spender   |
|        2565 |              90 | low spender   |
|        2566 |              43 | low spender   |
|        2567 |              38 | low spender   |
|        2568 |              25 | low spender   |
|        2569 |              98 | low spender   |
|        2570 |              75 | low spender   |
|        2571 |              27 | low spender   |
|        2572 |              27 | low spender   |
|        2573 |              42 | low spender   |
|        2574 |              90 | low spender   |
|        2575 |              63 | low spender   |
|        2576 |              96 | low spender   |
|        2577 |              40 | low spender   |
|        2578 |              39 | low spender   |
|        2579 |              48 | low spender   |
|        2580 |              20 | low spender   |
|        2581 |              29 | low spender   |
|        2582 |              81 | low spender   |
|        2583 |              98 | low spender   |
|        2584 |              93 | low spender   |
|        2585 |              30 | low spender   |
|        2586 |              37 | low spender   |
|        2587 |              28 | low spender   |
|        2588 |              29 | low spender   |
|        2589 |              49 | low spender   |
|        2590 |              53 | low spender   |
|        2591 |              66 | low spender   |
|        2592 |              61 | low spender   |
|        2593 |              23 | low spender   |
|        2594 |              36 | low spender   |
|        2595 |              81 | low spender   |
|        2596 |              56 | low spender   |
|        2597 |              78 | low spender   |
|        2598 |              25 | low spender   |
|        2599 |              86 | low spender   |
|        2600 |              99 | low spender   |
|        2601 |              83 | low spender   |
|        2602 |              33 | low spender   |
|        2603 |              44 | low spender   |
|        2604 |              58 | low spender   |
|        2605 |              54 | low spender   |
|        2606 |              93 | low spender   |
|        2607 |              98 | low spender   |
|        2608 |              36 | low spender   |
|        2609 |              68 | low spender   |
|        2610 |              95 | low spender   |
|        2611 |              93 | low spender   |
|        2612 |              99 | low spender   |
|        2613 |              22 | low spender   |
|        2614 |              88 | low spender   |
|        2615 |              65 | low spender   |
|        2616 |              62 | low spender   |
|        2617 |              55 | low spender   |
|        2618 |              97 | low spender   |
|        2619 |              77 | low spender   |
|        2620 |              40 | low spender   |
|        2621 |              23 | low spender   |
|        2622 |              46 | low spender   |
|        2623 |              75 | low spender   |
|        2624 |              76 | low spender   |
|        2625 |              59 | low spender   |
|        2626 |              51 | low spender   |
|        2627 |              46 | low spender   |
|        2628 |              26 | low spender   |
|        2629 |              51 | low spender   |
|        2630 |              44 | low spender   |
|        2631 |              82 | low spender   |
|        2632 |              44 | low spender   |
|        2633 |              27 | low spender   |
|        2634 |              90 | low spender   |
|        2635 |              58 | low spender   |
|        2636 |              80 | low spender   |
|        2637 |              40 | low spender   |
|        2638 |              23 | low spender   |
|        2639 |              34 | low spender   |
|        2640 |              35 | low spender   |
|        2641 |              75 | low spender   |
|        2642 |              60 | low spender   |
|        2643 |              87 | low spender   |
|        2644 |              41 | low spender   |
|        2645 |              83 | low spender   |
|        2646 |              81 | low spender   |
|        2647 |              56 | low spender   |
|        2648 |              58 | low spender   |
|        2649 |              84 | low spender   |
|        2650 |              21 | low spender   |
|        2651 |              35 | low spender   |
|        2652 |              43 | low spender   |
|        2653 |              20 | low spender   |
|        2654 |              36 | low spender   |
|        2655 |              70 | low spender   |
|        2656 |              83 | low spender   |
|        2657 |              76 | low spender   |
|        2658 |              81 | low spender   |
|        2659 |              47 | low spender   |
|        2660 |              35 | low spender   |
|        2661 |              85 | low spender   |
|        2662 |              96 | low spender   |
|        2663 |              98 | low spender   |
|        2664 |              52 | low spender   |
|        2665 |              84 | low spender   |
|        2666 |              71 | low spender   |
|        2667 |              95 | low spender   |
|        2668 |              47 | low spender   |
|        2669 |              75 | low spender   |
|        2670 |              28 | low spender   |
|        2671 |              44 | low spender   |
|        2672 |              64 | low spender   |
|        2673 |              28 | low spender   |
|        2674 |              21 | low spender   |
|        2675 |              41 | low spender   |
|        2676 |              38 | low spender   |
|        2677 |              77 | low spender   |
|        2678 |              43 | low spender   |
|        2679 |              91 | low spender   |
|        2680 |              68 | low spender   |
|        2681 |              37 | low spender   |
|        2682 |              23 | low spender   |
|        2683 |              65 | low spender   |
|        2684 |              30 | low spender   |
|        2685 |              45 | low spender   |
|        2686 |              25 | low spender   |
|        2687 |              72 | low spender   |
|        2688 |              75 | low spender   |
|        2689 |              63 | low spender   |
|        2690 |              35 | low spender   |
|        2691 |              32 | low spender   |
|        2692 |              25 | low spender   |
|        2693 |              90 | low spender   |
|        2694 |              70 | low spender   |
|        2695 |              27 | low spender   |
|        2696 |              92 | low spender   |
|        2697 |              20 | low spender   |
|        2698 |              52 | low spender   |
|        2699 |              57 | low spender   |
|        2700 |              96 | low spender   |
|        2701 |              68 | low spender   |
|        2702 |              30 | low spender   |
|        2703 |              37 | low spender   |
|        2704 |              42 | low spender   |
|        2705 |              54 | low spender   |
|        2706 |              81 | low spender   |
|        2707 |              40 | low spender   |
|        2708 |              88 | low spender   |
|        2709 |              94 | low spender   |
|        2710 |              54 | low spender   |
|        2711 |              51 | low spender   |
|        2712 |              22 | low spender   |
|        2713 |              95 | low spender   |
|        2714 |              57 | low spender   |
|        2715 |              45 | low spender   |
|        2716 |              92 | low spender   |
|        2717 |              40 | low spender   |
|        2718 |              62 | low spender   |
|        2719 |              90 | low spender   |
|        2720 |              82 | low spender   |
|        2721 |              52 | low spender   |
|        2722 |              70 | low spender   |
|        2723 |              83 | low spender   |
|        2724 |              49 | low spender   |
|        2725 |              91 | low spender   |
|        2726 |              99 | low spender   |
|        2727 |              92 | low spender   |
|        2728 |              87 | low spender   |
|        2729 |              28 | low spender   |
|        2730 |              71 | low spender   |
|        2731 |              32 | low spender   |
|        2732 |              33 | low spender   |
|        2733 |              75 | low spender   |
|        2734 |              83 | low spender   |
|        2735 |              93 | low spender   |
|        2736 |              29 | low spender   |
|        2737 |              25 | low spender   |
|        2738 |              76 | low spender   |
|        2739 |              81 | low spender   |
|        2740 |              80 | low spender   |
|        2741 |              70 | low spender   |
|        2742 |              81 | low spender   |
|        2743 |              86 | low spender   |
|        2744 |              94 | low spender   |
|        2745 |              66 | low spender   |
|        2746 |              98 | low spender   |
|        2747 |              25 | low spender   |
|        2748 |              62 | low spender   |
|        2749 |              98 | low spender   |
|        2750 |              53 | low spender   |
|        2751 |              66 | low spender   |
|        2752 |              52 | low spender   |
|        2753 |              64 | low spender   |
|        2754 |              59 | low spender   |
|        2755 |              61 | low spender   |
|        2756 |              97 | low spender   |
|        2757 |              23 | low spender   |
|        2758 |              98 | low spender   |
|        2759 |              98 | low spender   |
|        2760 |              59 | low spender   |
|        2761 |              82 | low spender   |
|        2762 |              82 | low spender   |
|        2763 |              41 | low spender   |
|        2764 |              52 | low spender   |
|        2765 |              41 | low spender   |
|        2766 |              70 | low spender   |
|        2767 |              91 | low spender   |
|        2768 |              95 | low spender   |
|        2769 |              25 | low spender   |
|        2770 |              89 | low spender   |
|        2771 |              44 | low spender   |
|        2772 |              52 | low spender   |
|        2773 |              94 | low spender   |
|        2774 |              98 | low spender   |
|        2775 |              40 | low spender   |
|        2776 |              25 | low spender   |
|        2777 |              62 | low spender   |
|        2778 |              24 | low spender   |
|        2779 |              57 | low spender   |
|        2780 |              66 | low spender   |
|        2781 |              70 | low spender   |
|        2782 |              39 | low spender   |
|        2783 |              34 | low spender   |
|        2784 |              38 | low spender   |
|        2785 |              70 | low spender   |
|        2786 |              80 | low spender   |
|        2787 |              51 | low spender   |
|        2788 |              79 | low spender   |
|        2789 |              92 | low spender   |
|        2790 |              85 | low spender   |
|        2791 |              63 | low spender   |
|        2792 |              60 | low spender   |
|        2793 |              44 | low spender   |
|        2794 |              57 | low spender   |
|        2795 |              24 | low spender   |
|        2796 |              35 | low spender   |
|        2797 |              73 | low spender   |
|        2798 |              42 | low spender   |
|        2799 |              20 | low spender   |
|        2800 |              89 | low spender   |
|        2801 |              76 | low spender   |
|        2802 |              56 | low spender   |
|        2803 |             100 | low spender   |
|        2804 |              44 | low spender   |
|        2805 |              76 | low spender   |
|        2806 |              97 | low spender   |
|        2807 |              39 | low spender   |
|        2808 |             100 | low spender   |
|        2809 |              62 | low spender   |
|        2810 |              98 | low spender   |
|        2811 |              31 | low spender   |
|        2812 |              89 | low spender   |
|        2813 |              91 | low spender   |
|        2814 |              50 | low spender   |
|        2815 |              32 | low spender   |
|        2816 |              67 | low spender   |
|        2817 |              28 | low spender   |
|        2818 |              65 | low spender   |
|        2819 |              73 | low spender   |
|        2820 |              27 | low spender   |
|        2821 |              89 | low spender   |
|        2822 |              72 | low spender   |
|        2823 |              37 | low spender   |
|        2824 |              63 | low spender   |
|        2825 |              90 | low spender   |
|        2826 |              62 | low spender   |
|        2827 |              43 | low spender   |
|        2828 |              96 | low spender   |
|        2829 |              83 | low spender   |
|        2830 |              67 | low spender   |
|        2831 |              90 | low spender   |
|        2832 |              53 | low spender   |
|        2833 |              37 | low spender   |
|        2834 |              56 | low spender   |
|        2835 |              43 | low spender   |
|        2836 |              84 | low spender   |
|        2837 |              50 | low spender   |
|        2838 |              88 | low spender   |
|        2839 |              50 | low spender   |
|        2840 |              80 | low spender   |
|        2841 |              47 | low spender   |
|        2842 |              33 | low spender   |
|        2843 |             100 | low spender   |
|        2844 |              26 | low spender   |
|        2845 |              79 | low spender   |
|        2846 |              77 | low spender   |
|        2847 |              36 | low spender   |
|        2848 |              21 | low spender   |
|        2849 |              72 | low spender   |
|        2850 |              25 | low spender   |
|        2851 |              79 | low spender   |
|        2852 |              73 | low spender   |
|        2853 |              71 | low spender   |
|        2854 |              48 | low spender   |
|        2855 |              28 | low spender   |
|        2856 |              95 | low spender   |
|        2857 |              48 | low spender   |
|        2858 |              93 | low spender   |
|        2859 |              87 | low spender   |
|        2860 |              32 | low spender   |
|        2861 |              38 | low spender   |
|        2862 |              54 | low spender   |
|        2863 |              75 | low spender   |
|        2864 |              56 | low spender   |
|        2865 |              43 | low spender   |
|        2866 |              97 | low spender   |
|        2867 |              75 | low spender   |
|        2868 |              55 | low spender   |
|        2869 |              49 | low spender   |
|        2870 |              58 | low spender   |
|        2871 |              34 | low spender   |
|        2872 |              43 | low spender   |
|        2873 |              48 | low spender   |
|        2874 |              40 | low spender   |
|        2875 |              29 | low spender   |
|        2876 |              81 | low spender   |
|        2877 |              84 | low spender   |
|        2878 |              46 | low spender   |
|        2879 |              86 | low spender   |
|        2880 |              57 | low spender   |
|        2881 |              61 | low spender   |
|        2882 |              90 | low spender   |
|        2883 |              51 | low spender   |
|        2884 |              48 | low spender   |
|        2885 |              50 | low spender   |
|        2886 |              82 | low spender   |
|        2887 |              33 | low spender   |
|        2888 |              28 | low spender   |
|        2889 |              42 | low spender   |
|        2890 |              43 | low spender   |
|        2891 |              55 | low spender   |
|        2892 |              73 | low spender   |
|        2893 |              39 | low spender   |
|        2894 |              20 | low spender   |
|        2895 |              32 | low spender   |
|        2896 |              86 | low spender   |
|        2897 |              91 | low spender   |
|        2898 |              59 | low spender   |
|        2899 |              33 | low spender   |
|        2900 |              64 | low spender   |
|        2901 |              67 | low spender   |
|        2902 |              43 | low spender   |
|        2903 |              32 | low spender   |
|        2904 |              39 | low spender   |
|        2905 |              41 | low spender   |
|        2906 |              53 | low spender   |
|        2907 |              27 | low spender   |
|        2908 |              82 | low spender   |
|        2909 |              87 | low spender   |
|        2910 |              78 | low spender   |
|        2911 |              32 | low spender   |
|        2912 |              38 | low spender   |
|        2913 |              37 | low spender   |
|        2914 |              83 | low spender   |
|        2915 |              72 | low spender   |
|        2916 |              30 | low spender   |
|        2917 |              66 | low spender   |
|        2918 |              45 | low spender   |
|        2919 |              73 | low spender   |
|        2920 |              67 | low spender   |
|        2921 |              72 | low spender   |
|        2922 |              24 | low spender   |
|        2923 |              68 | low spender   |
|        2924 |              70 | low spender   |
|        2925 |              64 | low spender   |
|        2926 |              91 | low spender   |
|        2927 |              82 | low spender   |
|        2928 |              24 | low spender   |
|        2929 |              80 | low spender   |
|        2930 |              53 | low spender   |
|        2931 |              50 | low spender   |
|        2932 |              31 | low spender   |
|        2933 |              88 | low spender   |
|        2934 |              52 | low spender   |
|        2935 |              22 | low spender   |
|        2936 |              27 | low spender   |
|        2937 |              34 | low spender   |
|        2938 |              39 | low spender   |
|        2939 |              53 | low spender   |
|        2940 |              46 | low spender   |
|        2941 |              85 | low spender   |
|        2942 |              86 | low spender   |
|        2943 |              63 | low spender   |
|        2944 |              44 | low spender   |
|        2945 |              95 | low spender   |
|        2946 |              49 | low spender   |
|        2947 |              77 | low spender   |
|        2948 |              63 | low spender   |
|        2949 |              83 | low spender   |
|        2950 |              93 | low spender   |
|        2951 |              91 | low spender   |
|        2952 |              99 | low spender   |
|        2953 |              24 | low spender   |
|        2954 |              82 | low spender   |
|        2955 |              28 | low spender   |
|        2956 |              67 | low spender   |
|        2957 |              88 | low spender   |
|        2958 |              70 | low spender   |
|        2959 |             100 | low spender   |
|        2960 |              28 | low spender   |
|        2961 |              48 | low spender   |
|        2962 |              43 | low spender   |
|        2963 |              40 | low spender   |
|        2964 |              97 | low spender   |
|        2965 |              25 | low spender   |
|        2966 |              45 | low spender   |
|        2967 |              49 | low spender   |
|        2968 |              36 | low spender   |
|        2969 |              48 | low spender   |
|        2970 |              62 | low spender   |
|        2971 |              74 | low spender   |
|        2972 |             100 | low spender   |
|        2973 |              39 | low spender   |
|        2974 |              65 | low spender   |
|        2975 |              99 | low spender   |
|        2976 |              68 | low spender   |
|        2977 |              97 | low spender   |
|        2978 |              47 | low spender   |
|        2979 |              56 | low spender   |
|        2980 |              91 | low spender   |
|        2981 |              93 | low spender   |
|        2982 |              36 | low spender   |
|        2983 |              45 | low spender   |
|        2984 |              44 | low spender   |
|        2985 |              32 | low spender   |
|        2986 |              36 | low spender   |
|        2987 |              85 | low spender   |
|        2988 |              36 | low spender   |
|        2989 |              55 | low spender   |
|        2990 |              20 | low spender   |
|        2991 |              91 | low spender   |
|        2992 |              71 | low spender   |
|        2993 |              64 | low spender   |
|        2994 |              21 | low spender   |
|        2995 |             100 | low spender   |
|        2996 |              96 | low spender   |
|        2997 |              91 | low spender   |
|        2998 |              40 | low spender   |
|        2999 |              53 | low spender   |
|        3000 |              48 | low spender   |
|        3001 |              70 | low spender   |
|        3002 |              29 | low spender   |
|        3003 |              29 | low spender   |
|        3004 |              53 | low spender   |
|        3005 |              79 | low spender   |
|        3006 |              65 | low spender   |
|        3007 |              99 | low spender   |
|        3008 |              60 | low spender   |
|        3009 |              86 | low spender   |
|        3010 |              73 | low spender   |
|        3011 |              45 | low spender   |
|        3012 |              70 | low spender   |
|        3013 |              65 | low spender   |
|        3014 |              55 | low spender   |
|        3015 |              65 | low spender   |
|        3016 |              21 | low spender   |
|        3017 |              26 | low spender   |
|        3018 |              71 | low spender   |
|        3019 |              41 | low spender   |
|        3020 |              44 | low spender   |
|        3021 |              81 | low spender   |
|        3022 |              77 | low spender   |
|        3023 |              26 | low spender   |
|        3024 |              31 | low spender   |
|        3025 |              82 | low spender   |
|        3026 |              60 | low spender   |
|        3027 |              70 | low spender   |
|        3028 |              26 | low spender   |
|        3029 |             100 | low spender   |
|        3030 |              82 | low spender   |
|        3031 |              24 | low spender   |
|        3032 |              74 | low spender   |
|        3033 |              58 | low spender   |
|        3034 |              56 | low spender   |
|        3035 |              37 | low spender   |
|        3036 |              64 | low spender   |
|        3037 |              58 | low spender   |
|        3038 |              44 | low spender   |
|        3039 |              39 | low spender   |
|        3040 |              48 | low spender   |
|        3041 |              32 | low spender   |
|        3042 |              79 | low spender   |
|        3043 |              27 | low spender   |
|        3044 |              98 | low spender   |
|        3045 |              67 | low spender   |
|        3046 |              37 | low spender   |
|        3047 |              49 | low spender   |
|        3048 |              74 | low spender   |
|        3049 |              93 | low spender   |
|        3050 |              60 | low spender   |
|        3051 |              76 | low spender   |
|        3052 |              64 | low spender   |
|        3053 |              38 | low spender   |
|        3054 |              91 | low spender   |
|        3055 |              70 | low spender   |
|        3056 |              22 | low spender   |
|        3057 |              59 | low spender   |
|        3058 |              22 | low spender   |
|        3059 |              74 | low spender   |
|        3060 |              71 | low spender   |
|        3061 |              80 | low spender   |
|        3062 |              59 | low spender   |
|        3063 |              96 | low spender   |
|        3064 |              43 | low spender   |
|        3065 |              76 | low spender   |
|        3066 |              59 | low spender   |
|        3067 |              48 | low spender   |
|        3068 |              22 | low spender   |
|        3069 |              40 | low spender   |
|        3070 |              73 | low spender   |
|        3071 |              26 | low spender   |
|        3072 |              41 | low spender   |
|        3073 |              98 | low spender   |
|        3074 |              63 | low spender   |
|        3075 |              55 | low spender   |
|        3076 |              90 | low spender   |
|        3077 |              46 | low spender   |
|        3078 |              88 | low spender   |
|        3079 |              95 | low spender   |
|        3080 |              31 | low spender   |
|        3081 |              42 | low spender   |
|        3082 |              44 | low spender   |
|        3083 |              99 | low spender   |
|        3084 |              20 | low spender   |
|        3085 |              37 | low spender   |
|        3086 |              50 | low spender   |
|        3087 |              73 | low spender   |
|        3088 |              84 | low spender   |
|        3089 |              64 | low spender   |
|        3090 |              21 | low spender   |
|        3091 |              36 | low spender   |
|        3092 |              81 | low spender   |
|        3093 |              54 | low spender   |
|        3094 |              63 | low spender   |
|        3095 |              59 | low spender   |
|        3096 |              53 | low spender   |
|        3097 |              63 | low spender   |
|        3098 |              33 | low spender   |
|        3099 |              64 | low spender   |
|        3100 |              98 | low spender   |
|        3101 |              85 | low spender   |
|        3102 |              82 | low spender   |
|        3103 |              85 | low spender   |
|        3104 |              37 | low spender   |
|        3105 |              56 | low spender   |
|        3106 |              33 | low spender   |
|        3107 |              57 | low spender   |
|        3108 |              31 | low spender   |
|        3109 |              69 | low spender   |
|        3110 |              92 | low spender   |
|        3111 |              46 | low spender   |
|        3112 |              81 | low spender   |
|        3113 |              97 | low spender   |
|        3114 |              93 | low spender   |
|        3115 |              56 | low spender   |
|        3116 |              53 | low spender   |
|        3117 |              66 | low spender   |
|        3118 |              50 | low spender   |
|        3119 |              97 | low spender   |
|        3120 |              79 | low spender   |
|        3121 |              76 | low spender   |
|        3122 |              38 | low spender   |
|        3123 |              45 | low spender   |
|        3124 |              77 | low spender   |
|        3125 |              51 | low spender   |
|        3126 |              26 | low spender   |
|        3127 |              76 | low spender   |
|        3128 |              94 | low spender   |
|        3129 |              32 | low spender   |
|        3130 |              20 | low spender   |
|        3131 |              20 | low spender   |
|        3132 |              59 | low spender   |
|        3133 |              97 | low spender   |
|        3134 |              68 | low spender   |
|        3135 |              66 | low spender   |
|        3136 |              85 | low spender   |
|        3137 |              32 | low spender   |
|        3138 |              44 | low spender   |
|        3139 |              95 | low spender   |
|        3140 |              85 | low spender   |
|        3141 |              44 | low spender   |
|        3142 |              30 | low spender   |
|        3143 |              21 | low spender   |
|        3144 |              22 | low spender   |
|        3145 |              70 | low spender   |
|        3146 |              29 | low spender   |
|        3147 |              83 | low spender   |
|        3148 |              99 | low spender   |
|        3149 |              35 | low spender   |
|        3150 |              40 | low spender   |
|        3151 |              25 | low spender   |
|        3152 |              64 | low spender   |
|        3153 |              90 | low spender   |
|        3154 |              88 | low spender   |
|        3155 |              55 | low spender   |
|        3156 |              90 | low spender   |
|        3157 |              50 | low spender   |
|        3158 |              34 | low spender   |
|        3159 |              77 | low spender   |
|        3160 |              89 | low spender   |
|        3161 |              87 | low spender   |
|        3162 |              77 | low spender   |
|        3163 |              85 | low spender   |
|        3164 |              66 | low spender   |
|        3165 |              32 | low spender   |
|        3166 |              92 | low spender   |
|        3167 |              80 | low spender   |
|        3168 |              78 | low spender   |
|        3169 |              24 | low spender   |
|        3170 |              59 | low spender   |
|        3171 |              41 | low spender   |
|        3172 |              26 | low spender   |
|        3173 |              52 | low spender   |
|        3174 |              46 | low spender   |
|        3175 |              52 | low spender   |
|        3176 |              42 | low spender   |
|        3177 |              37 | low spender   |
|        3178 |              52 | low spender   |
|        3179 |              34 | low spender   |
|        3180 |              88 | low spender   |
|        3181 |              88 | low spender   |
|        3182 |              51 | low spender   |
|        3183 |              97 | low spender   |
|        3184 |              56 | low spender   |
|        3185 |              53 | low spender   |
|        3186 |              71 | low spender   |
|        3187 |              93 | low spender   |
|        3188 |              72 | low spender   |
|        3189 |              59 | low spender   |
|        3190 |              87 | low spender   |
|        3191 |              78 | low spender   |
|        3192 |              68 | low spender   |
|        3193 |              76 | low spender   |
|        3194 |              99 | low spender   |
|        3195 |              52 | low spender   |
|        3196 |              58 | low spender   |
|        3197 |              59 | low spender   |
|        3198 |              71 | low spender   |
|        3199 |              94 | low spender   |
|        3200 |              40 | low spender   |
|        3201 |              24 | low spender   |
|        3202 |              38 | low spender   |
|        3203 |              37 | low spender   |
|        3204 |              29 | low spender   |
|        3205 |              92 | low spender   |
|        3206 |              24 | low spender   |
|        3207 |              52 | low spender   |
|        3208 |              29 | low spender   |
|        3209 |              30 | low spender   |
|        3210 |              31 | low spender   |
|        3211 |              67 | low spender   |
|        3212 |              65 | low spender   |
|        3213 |              22 | low spender   |
|        3214 |              56 | low spender   |
|        3215 |              78 | low spender   |
|        3216 |              90 | low spender   |
|        3217 |              85 | low spender   |
|        3218 |              58 | low spender   |
|        3219 |              34 | low spender   |
|        3220 |              40 | low spender   |
|        3221 |              29 | low spender   |
|        3222 |              76 | low spender   |
|        3223 |              84 | low spender   |
|        3224 |              65 | low spender   |
|        3225 |              80 | low spender   |
|        3226 |              98 | low spender   |
|        3227 |              71 | low spender   |
|        3228 |              69 | low spender   |
|        3229 |              95 | low spender   |
|        3230 |              67 | low spender   |
|        3231 |              49 | low spender   |
|        3232 |              97 | low spender   |
|        3233 |              34 | low spender   |
|        3234 |              74 | low spender   |
|        3235 |              96 | low spender   |
|        3236 |              68 | low spender   |
|        3237 |              84 | low spender   |
|        3238 |              57 | low spender   |
|        3239 |              84 | low spender   |
|        3240 |              32 | low spender   |
|        3241 |              37 | low spender   |
|        3242 |              58 | low spender   |
|        3243 |              74 | low spender   |
|        3244 |              99 | low spender   |
|        3245 |              81 | low spender   |
|        3246 |              76 | low spender   |
|        3247 |              98 | low spender   |
|        3248 |              91 | low spender   |
|        3249 |              79 | low spender   |
|        3250 |              83 | low spender   |
|        3251 |              90 | low spender   |
|        3252 |              20 | low spender   |
|        3253 |              21 | low spender   |
|        3254 |              60 | low spender   |
|        3255 |              31 | low spender   |
|        3256 |              40 | low spender   |
|        3257 |              26 | low spender   |
|        3258 |              98 | low spender   |
|        3259 |              51 | low spender   |
|        3260 |              95 | low spender   |
|        3261 |              36 | low spender   |
|        3262 |              52 | low spender   |
|        3263 |              35 | low spender   |
|        3264 |              68 | low spender   |
|        3265 |              50 | low spender   |
|        3266 |             100 | low spender   |
|        3267 |              74 | low spender   |
|        3268 |              45 | low spender   |
|        3269 |              97 | low spender   |
|        3270 |              60 | low spender   |
|        3271 |              25 | low spender   |
|        3272 |              55 | low spender   |
|        3273 |              99 | low spender   |
|        3274 |              45 | low spender   |
|        3275 |              20 | low spender   |
|        3276 |              88 | low spender   |
|        3277 |              99 | low spender   |
|        3278 |              86 | low spender   |
|        3279 |              70 | low spender   |
|        3280 |              50 | low spender   |
|        3281 |              57 | low spender   |
|        3282 |              69 | low spender   |
|        3283 |              94 | low spender   |
|        3284 |              24 | low spender   |
|        3285 |              79 | low spender   |
|        3286 |              31 | low spender   |
|        3287 |              67 | low spender   |
|        3288 |              63 | low spender   |
|        3289 |              61 | low spender   |
|        3290 |              50 | low spender   |
|        3291 |              82 | low spender   |
|        3292 |              51 | low spender   |
|        3293 |              23 | low spender   |
|        3294 |              91 | low spender   |
